headlines,sentiments,page,president
[ANALYSIS] Filipinos don’t deserve fumigated nor weevil-infested rice,Angry, Page: 60,Duterte
"U.S., China swap tariffs on billions in goods as sides hold talks",Inspired, Page: 60,Duterte
EXPLAINER: What is hyperinflation?,Afraid, Page: 60,Duterte
Venezuela devalues bolivar by 96% under new rate,Sad, Page: 60,Duterte
IN CHARTS: What your P100 can buy under runaway inflation,Angry, Page: 60,Duterte
Business groups support economic managers over federalism risks,Happy, Page: 61,Duterte
BSP’s interest hike won't address supply-driven inflation – Pernia,Happy, Page: 61,Duterte
Foreign investments soar 142.9% in May 2018,Happy, Page: 61,Duterte
"Bangko Sentral raises inflation forecast for 2018, 2019",Angry, Page: 61,Duterte
NEDA hits dismal Q2 agriculture output,Sad, Page: 61,Duterte
Philippine economy slows down to 6% in Q2 2018,Sad, Page: 61,Duterte
Philippines revises Q1 2018 GDP down to 6.6%,Sad, Page: 61,Duterte
Weak peso fails to lift Philippine exports in June 2018,Angry, Page: 61,Duterte
Arroyo 'not advocating' lower tariffs on meat,Angry, Page: 61,Duterte
Government should worry about sky-high inflation – economists,Angry, Page: 61,Duterte
Inflation hits another fresh high of 5.7% in July 2018,Angry, Page: 62,Duterte
Philippine economy’s growth likely slowed in Q2 2018 – Moody's,Angry, Page: 62,Duterte
"Arroyo pushes lower tariffs on meat, fish to ease inflation",Happy, Page: 62,Duterte
Japan overtakes China as world's no. 2 stock market,Happy, Page: 62,Duterte
Inflation hits poorest Filipinos hard in Q2 2018,Angry, Page: 62,Duterte
Bangko Sentral projects July 2018 inflation to jump as high as 5.8%,Angry, Page: 62,Duterte
"Businessmen see upside in federalism, but wary of pesky politics",Afraid, Page: 62,Duterte
Philippine economy to grow below gov't target – IMF,Happy, Page: 62,Duterte
"Moody's: Federalism, 'contentious' policies worry investors",Angry, Page: 62,Duterte
The Philippine economy's health under Duterte,Angry, Page: 62,Duterte
Hits and misses of Duterte’s infrastructure push,Angry, Page: 63,Duterte
Federalism will ‘wreak havoc’ on Philippine economy – Pernia,Angry, Page: 63,Duterte
Philippine economy to sustain growth momentum – First Metro,Happy, Page: 63,Duterte
Regulator unveils plan to monitor cryptocurrency threat,Amused, Page: 63,Duterte
OFW remittances rise in May 2018,Happy, Page: 63,Duterte
Federalism might lead to hyperinflation – economists,Afraid, Page: 63,Duterte
"PH among worst in ease of doing business, education – report",Sad, Page: 63,Duterte
Foreign direct investments dip by 3.2% in April 2018,Sad, Page: 63,Duterte
Philippines' trade deficit widens by 47.6% in May 2018,Sad, Page: 63,Duterte
What Duterte's economic team did not say during the pre-SONA 2018 forum,Angry, Page: 63,Duterte
"Who's to blame for soaring inflation? 'All of them' in gov't, says economist",Angry, Page: 64,Duterte
Trade Wars: Trump loads decisive volley against China,Inspired, Page: 64,Duterte
June 2018 inflation soars to 5.2%,Angry, Page: 64,Duterte
Gov't now expects 2018 inflation to reach as high as 4.5%,Angry, Page: 64,Duterte
June 2018 inflation may hit as high as 5.1% – BSP economists,Angry, Page: 64,Duterte
Infrastructure push to generate P31 trillion – NEDA,Happy, Page: 64,Duterte
Philippine peso to hit P54 to $1 – BMI Research,Angry, Page: 64,Duterte
Should we worry about the Philippine peso?,Angry, Page: 64,Duterte
Duterte's 'crass leadership' putting off investors – Capital Economics,Angry, Page: 64,Duterte
OPEC agrees ouput rise of 'about' 1 million barrels – Saudi,Happy, Page: 64,Duterte
Bangko Sentral hikes rates again amid high inflation,Angry, Page: 65,Duterte
Philippines plans $1-billion samurai bond sale,Happy, Page: 65,Duterte
OFW remittances hit $2.35 billion in April 2018,Happy, Page: 65,Duterte
"PSE, other Asian markets tumble amid U.S.-China trade war fears",Afraid, Page: 65,Duterte
[OPINION] Why is the Philippine peso the weakest in ASEAN?,Sad, Page: 65,Duterte
Philippine external debt down to $73.2B in Q1 2018,Happy, Page: 65,Duterte
Gov’t should explain 'alarming' peso fall – Robredo,Inspired, Page: 65,Duterte
Trump prepares China tariff target list as confrontation escalates,Amused, Page: 65,Duterte
"Philippine peso breaches P53 to $1 level, falls to 12-year low",Angry, Page: 65,Duterte
"Venezuela inflation hits 24,571% – lawmakers",Sad, Page: 65,Duterte
DOF criticized for 'misleading' inflation graph,Angry, Page: 66,Duterte
Consumer confidence improves in Q2 2018,Don't Care, Page: 66,Duterte
"P42,000-budget for a family of 5 not official NEDA estimate – Pernia",Angry, Page: 66,Duterte
Foreign investment pledges dip by 37.9% in Q1 2018,Sad, Page: 66,Duterte
How much does a family in the PH need to live decently?,Angry, Page: 66,Duterte
"FACT CHECK: NEDA didn't say family of 5 can live decently on P10,000 a month",Angry, Page: 66,Duterte
"Unemployment down, underemployment up in April 2018",Sad, Page: 66,Duterte
"Despite higher inflation, economic managers reject TRAIN law suspension",Angry, Page: 66,Duterte
Philippine inflation spikes at 4.6% in May 2018,Angry, Page: 66,Duterte
World on brink of trade war as U.S. slaps tariffs on allies,Amused, Page: 66,Duterte
May 2018 inflation likely to breach target again – BSP,Angry, Page: 67,Duterte
"Rising prices, weaker peso slightly hurt business confidence in Q2 2018",Sad, Page: 67,Duterte
Philippine debt at P6.88 trillion in April 2018,Angry, Page: 67,Duterte
Businesses warn ill effects of TRAIN Law package 2,Angry, Page: 67,Duterte
PH economy growing but poverty still high – World Bank,Sad, Page: 67,Duterte
Senators urge gov't to suspend excise taxes on fuel,Angry, Page: 67,Duterte
Philippines slips 9 notches in competitiveness ranking,Angry, Page: 67,Duterte
Gov't underspending leads to narrower budget deficit as of April,Angry, Page: 67,Duterte
Philippines misses most of 2017 labor targets,Angry, Page: 67,Duterte
PH hot money net inflows hit $279M in April,Happy, Page: 67,Duterte
More jobs in a green economy – ILO report,Happy, Page: 68,Duterte
Philippines posts sharpest drop in remittances in 15 years,Sad, Page: 68,Duterte
Foreign direct investments in PH continue to strengthen in February,Happy, Page: 68,Duterte
Bangko Sentral ng Pilipinas hikes interest rates for first time since 2014,Sad, Page: 68,Duterte
Philippine GDP grows by 6.8% in Q1 2018,Happy, Page: 68,Duterte
Philippines' forex buffer hits 3-year low in April,Angry, Page: 68,Duterte
Majority of Filipinos still have no bank account – World Bank,Sad, Page: 68,Duterte
Agriculture department asks P123.7-billion budget for 2019,Happy, Page: 68,Duterte
Philippine inflation rises to 4.5% in April 2018,Angry, Page: 68,Duterte
ADB vows to fund more Mindanao projects,Inspired, Page: 68,Duterte
"Amid high inflation, Bangko Sentral ready to raise interest rates 'if needed'",Angry, Page: 69,Duterte
"Rising gas, food prices seen to push PH inflation faster",Angry, Page: 69,Duterte
U.S. Fed to hold fire amid rising market sensitivity,Afraid, Page: 69,Duterte
S&P raises credit rating outlook on Philippines,Happy, Page: 69,Duterte
Three Mindanao regions beat country's GDP in 2017,Happy, Page: 69,Duterte
Philippines to borrow more from foreign lenders,Angry, Page: 69,Duterte
Philippine economy to lose up to P1.96 billion over Boracay closure,Angry, Page: 69,Duterte
"NFA set to import 250,000 MT tons of rice in May",Angry, Page: 69,Duterte
Philippine inflation rate averages 3.8% for Q1 2018,Sad, Page: 69,Duterte
Taxes on sugary drinks hurt sari-sari stores – survey,Sad, Page: 69,Duterte
Philippine remittances growth slows down in February,Sad, Page: 70,Duterte
Trump considers rejoining Pacific trade pact he once spurned,Amused, Page: 70,Duterte
"World Bank expects stable 6.7% growth for PH in 2018, 2019",Sad, Page: 70,Duterte
Philippines in 'golden age' of growth – ADB,Happy, Page: 70,Duterte
Philippines starts 2018 with foreign direct investments up by over 50%,Happy, Page: 70,Duterte
LIST: Planned developments in Boracay,Angry, Page: 70,Duterte
"World Bank recommends free trade zone in Basilan, Sulu, Tawi-Tawi area",Happy, Page: 70,Duterte
World stocks slide on Trump's $100B warning to China,Inspired, Page: 70,Duterte
"With Boracay closure, airlines and hotels scramble for ‘interim plans’",Angry, Page: 70,Duterte
Philippine inflation continues to rise at 4.3% in March,Angry, Page: 70,Duterte
PH can become upper middle income country by 2019 – NEDA,Happy, Page: 71,Duterte
"Philippine economy likely to grow above 7% in Q1 2018 – First Metro, UA&P",Happy, Page: 71,Duterte
"Bank lending, liquidity both up in February",Sad, Page: 71,Duterte
Inflation concerns weaken consumer sentiment in Q1 2018,Sad, Page: 71,Duterte
"36,000 jobs, P56 billion 'at stake' if Boracay closed for a year",Angry, Page: 71,Duterte
"PH travel, tourism sectors girding for planned Boracay shutdown",Angry, Page: 71,Duterte
PH economy reverts to hot money outflows of $545 million in February,Afraid, Page: 71,Duterte
OFW cash remittances start 2018 strong at $2.37 billion,Happy, Page: 71,Duterte
Record high again for foreign investments in Philippines,Happy, Page: 71,Duterte
"PH economic managers hail ranking by U.S. firm, vow more reforms",Happy, Page: 71,Duterte
Philippine inflation hits new 3-year high at 4.5% in February,Angry, Page: 72,Duterte
DOF expects February inflation to exceed projections,Happy, Page: 72,Duterte
Inflation seen to continue hitting poor Filipinos hard,Angry, Page: 72,Duterte
Business confidence drops in first 3 months of 2018,Don't Care, Page: 72,Duterte
DBM: Gov't underspending down to 3% at P85.2 billion in 2017,Afraid, Page: 72,Duterte
Foreign investment pledges down 51.8% in 2017,Angry, Page: 72,Duterte
NEDA seeks to strengthen trade ties with U.S.,Happy, Page: 72,Duterte
7% economic growth 'very achievable' this year – BPI,Happy, Page: 72,Duterte
Philippines' hosting of ADB meeting 'more frugal' in 2018 than in 2012,Happy, Page: 72,Duterte
PH starts 2018 with hot money net inflows of $162M,Happy, Page: 72,Duterte
BSP cuts banks' reserve requirement,Afraid, Page: 73,Duterte
"PH remittances beat gov't target, hit record in 2017",Happy, Page: 73,Duterte
Philippine peso weakest in over 11 years,Angry, Page: 73,Duterte
DPWH gets help from Hong Kong-based Arup for infra deals,Happy, Page: 73,Duterte
Philippines exceeds foreign direct investments target for 2017,Happy, Page: 73,Duterte
PH foreign trade up 9.9% in 2017,Happy, Page: 73,Duterte
"BSP maintains interest rates, raises inflation forecast for 2018, 2019",Sad, Page: 73,Duterte
Inflation hits 3-year high of 4% in January,Sad, Page: 73,Duterte
Philippine stocks log biggest single-day price drop in over a year,Sad, Page: 73,Duterte
5 key themes of a week in Davos,Amused, Page: 73,Duterte
Philippine economy returns crown to China,Happy, Page: 74,Duterte
Philippine GDP grows by 6.7% in 2017,Happy, Page: 74,Duterte
Philippines revises Q3 2017 GDP growth upwards to 7%,Happy, Page: 74,Duterte
PH's EU-GSP+ preferential status 'stays' – Malacañang,Happy, Page: 74,Duterte
Philippine remittances for November 2017 grow by only 2%,Happy, Page: 74,Duterte
Foreign direct investments in PH hit 16-month high in October 2017,Happy, Page: 74,Duterte
ING Bank expects another 1% rise in 2018 inflation amid tax reform,Angry, Page: 74,Duterte
EXPLAINER: How the tax reform law affects Filipino consumers,Angry, Page: 74,Duterte
Steady Philippine inflation of 3.2% in 2017 seen to rise on new tax rates,Afraid, Page: 74,Duterte
Philippines ready to face potential shocks in 2018 – BSP,Happy, Page: 74,Duterte
Philippine economy to grow fastest in ASEAN-5 in 2018 - First Metro,Happy, Page: 75,Duterte
"Philippine stocks break 8,700 level to open 2018",Happy, Page: 75,Duterte
Philippine stocks hit fresh all-time high on 2017's last trading day,Happy, Page: 75,Duterte
Philippines sees manageable inflation until 2020,Don't Care, Page: 75,Duterte
"Philippine peso strongest in 6 months, stocks break 8500 level",Happy, Page: 75,Duterte
DOCUMENT: Tax reform package in Republic Act 10963,Happy, Page: 75,Duterte
Bad loans rise at Philippines' big banks in October,Sad, Page: 75,Duterte
India to become 5th largest economy in 2018 – report,Happy, Page: 75,Duterte
Lopez optimistic PH will keep EU-GSP+ preferential status,Happy, Page: 75,Duterte
Gov't deficit narrows in November on 16% higher collections,Happy, Page: 75,Duterte
Duterte vetoes parts of tax reform law,Angry, Page: 76,Duterte
Japanese credit watcher maintains Philippines' investment grade rating,Happy, Page: 76,Duterte
"NEDA eyes 6 big infra project rollouts, 8% GDP growth in 2018",Happy, Page: 76,Duterte
"ADB upgrades Philippine GDP growth forecast for 2017, 2018",Happy, Page: 76,Duterte
PH underemployment rate drops to lowest in 10 years,Happy, Page: 76,Duterte
Foreign direct investments up 61.8% in September 2017,Happy, Page: 76,Duterte
Fitch upgrades Philippines' credit rating,Happy, Page: 76,Duterte
BSP releases Philippine peso bills with 'enhanced design',Happy, Page: 76,Duterte
Inflation slows to 3.3% in November amid lower food prices,Happy, Page: 76,Duterte
BOC posts record high P46.47-B collection in November,Happy, Page: 76,Duterte
BSP releases new P5 coin to honor Andres Bonifacio,Happy, Page: 77,Duterte
DA: Q3 growth in palay production 'most notable' for agri sector,Happy, Page: 77,Duterte
BSP remains vigilant over potential economic overheating,Afraid, Page: 77,Duterte
Janet Yellen to depart U.S. Federal Reserve in February,Amused, Page: 77,Duterte
Philippines' foreign aid disbursements decline in 2016,Happy, Page: 77,Duterte
"PH, Bank of China seal deal for $200-M 'Panda bond' offering",Angry, Page: 77,Duterte
Philippines overtakes China in economic growth again,Happy, Page: 77,Duterte
Philippine GDP grows faster than expected by 7% in Q3 2017,Happy, Page: 77,Duterte
